uuid,acq,batch_size,date,dim_basis,dim_h1,dim_h2,embedding,epochs,group,immediate_regret,incumbent,lr,model,n_init,n_iter,name,nn_aggregator,num_mcmc,num_nn,num_steps,obj_func,seed,weight_decay
d357113b,UCB,1000.0,2018-08-21 23:29:10.073842,50.0,50.0,50.0,,1000.0,funcs,[3.4024716e-05],[-0.0018767],0.01,dngo,20.0,200.0,d357113b--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-sintwo,median,20.0,1.0,200.0,sintwo,1.0,0.0
d666c0bc,UCB,1000.0,2018-08-22 05:30:15.931630,50.0,50.0,50.0,,1000.0,funcs,[0.86865107],[-0.86865107],0.01,dngo,20.0,200.0,d666c0bc--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-rosenbrock,median,20.0,1.0,200.0,rosenbrock,1.0,0.0
d901a6a8,UCB,1000.0,2018-08-22 05:29:14.854777,50.0,50.0,50.0,,1000.0,funcs,[9.09344203e-08],[-9.09344203e-08],0.01,dngo,20.0,200.0,d901a6a8--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-levy,median,20.0,1.0,200.0,levy,1.0,0.0
d9024931,UCB,1000.0,2018-08-21 13:19:31.162519,50.0,50.0,50.0,,1000.0,highdim,[1496.87561513],[-1496.87561513],0.01,dngo,100.0,200.0,d9024931--g-highdim-s-1-m-dngo-init-100-nn-5-agg-max-k-200-f-rosenbrock10D,max,0.0,5.0,200.0,rosenbrock10D,1.0,0.0
da23caa0,UCB,1000.0,2018-08-21 21:01:12.335710,50.0,50.0,50.0,,1000.0,funcs,[1.46935196],[-4.46935196],0.01,dngo,20.0,200.0,da23caa0--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-goldsteinprice,max,0.0,5.0,200.0,goldsteinprice,1.0,0.0
daf1cca2,UCB,1000.0,2018-08-21 10:46:10.912144,50.0,50.0,50.0,,1000.0,ensemble_size,[0.00022562],[-0.39811298],0.01,dngo,20.0,200.0,daf1cca2--g-ensemble_size-s-1-m-dngo-init-20-k-200-f-branin-nn-5-agg-max,max,0.0,5.0,200.0,branin,1.0,0.0
db58b438,UCB,1000.0,2018-08-21 10:46:42.639804,50.0,50.0,50.0,,1000.0,funcs,[4.71733087e-07],[6.02073953],0.01,gp,20.0,200.0,db58b438--g-funcs-s-1-m-gp-init-20-k-200-f-forrester,median,0.0,1.0,200.0,forrester,1.0,0.0
dc9833e5,UCB,1000.0,2018-08-21 11:36:13.137706,50.0,50.0,50.0,,1000.0,funcs,[7.66968345e-05],[3.86270283],0.01,dngo,20.0,200.0,dc9833e5--g-funcs-s-1-m-dngo-nn-5-agg-median-init-20-k-200-f-hartmann3,median,0.0,5.0,200.0,hartmann3,1.0,0.0
dda4d192,UCB,1000.0,2018-08-21 15:26:08.093609,50.0,50.0,50.0,,1000.0,funcs,[4.55962638e-07],[6.02073954],0.01,gp,20.0,200.0,dda4d192--g-funcs-s-1-m-gp-init-20-k-200-f-forrester,median,0.0,1.0,200.0,forrester,1.0,0.0
e1ea9d61,UCB,1000.0,2018-08-21 10:46:10.688819,50.0,50.0,50.0,[0.0],1000.0,embedding,[0.05075353],[-0.09367987],0.01,dngo,20.0,200.0,e1ea9d61--g-em-s-1-m-dngo-init-20-mcmc-20-k-200-em-0-f-sinone,median,20.0,1.0,200.0,sinone,1.0,0.0
e209c25f,UCB,1000.0,2018-08-21 10:46:42.552805,50.0,50.0,50.0,,1000.0,funcs,[0.00022562],[-0.39811298],0.01,dngo,20.0,200.0,e209c25f--g-funcs-s-1-m-dngo-init-20-k-200-f-branin,median,0.0,1.0,200.0,branin,1.0,0.0
e20e0f53,UCB,1000.0,2018-08-22 05:14:17.999718,50.0,50.0,50.0,,1000.0,funcs,[2.67400306],[-2.67400306],0.01,dngo,20.0,200.0,e20e0f53--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-bohachevsky,median,20.0,1.0,200.0,bohachevsky,1.0,0.0
e2a76065,UCB,1000.0,2018-08-22 04:41:19.056163,50.0,50.0,50.0,,1000.0,funcs,[0.00022562],[-0.39811298],0.01,dngo,20.0,200.0,e2a76065--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-branin,median,20.0,1.0,200.0,branin,1.0,0.0
e3968edf,UCB,1000.0,2018-08-21 14:24:48.741898,50.0,50.0,50.0,,1000.0,funcs,[1.42023e-05],[3.86276533],0.01,dngo,20.0,200.0,e3968edf--g-funcs-s-1-m-dngo-init-20-k-200-f-hartmann3,median,0.0,1.0,200.0,hartmann3,1.0,0.0
e4172210,UCB,1000.0,2018-08-22 04:39:56.968024,50.0,50.0,50.0,,1000.0,funcs,[0.00157853],[1.03004989],0.01,dngo,20.0,200.0,e4172210--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-camelback,max,0.0,5.0,200.0,camelback,1.0,0.0
e5790bfe,UCB,1000.0,2018-08-21 13:17:26.830350,50.0,50.0,50.0,,1000.0,highdim,[1441.61709379],[-1441.61709379],0.01,dngo,100.0,200.0,e5790bfe--g-highdim-s-1-m-dngo-init-100-k-200-f-rosenbrock10D,median,0.0,1.0,200.0,rosenbrock10D,1.0,0.0
e7f38dbb,UCB,1000.0,2018-08-21 16:13:38.133868,50.0,50.0,50.0,,1000.0,funcs,[0.71999137],[-3.71999137],0.01,dngo,20.0,200.0,e7f38dbb--g-funcs-s-1-m-dngo-init-20-k-200-f-goldsteinprice,median,0.0,1.0,200.0,goldsteinprice,1.0,0.0
ea6ab4e9,UCB,1000.0,2018-08-21 10:45:12.185873,50.0,50.0,50.0,,1000.0,epoch,[0.00218487],[-0.00402754],0.01,dngo,20.0,200.0,ea6ab4e9--g-epoch-s-1-m-dngo-init-20-k-200-e-1000-f-sintwo,median,0.0,1.0,200.0,sintwo,1.0,0.0
eaa7e991,UCB,1000.0,2018-08-21 23:35:09.126405,50.0,50.0,50.0,,1000.0,funcs,[0.04133849],[3.28102953],0.01,dngo,20.0,200.0,eaa7e991--g-funcs-s-1-m-dngo-nn-10-agg-median-init-20-k-200-f-hartmann6,median,0.0,10.0,110.0,hartmann6,1.0,0.0
ebbc4723,UCB,1000.0,2018-08-21 10:45:41.520683,50.0,50.0,50.0,,1000.0,l2,[0.00507184],[-3.00507184],0.01,gp,20.0,200.0,ebbc4723--g-l2-s-1-m-gp-init-20-k-200-f-goldsteinprice,median,0.0,1.0,200.0,goldsteinprice,1.0,0.0
ede9a2a7,UCB,1000.0,2018-08-21 23:48:24.053911,50.0,50.0,50.0,,1000.0,funcs,[5.47188979e-08],[6.02074005],0.01,dngo,20.0,200.0,ede9a2a7--g-funcs-s-1-m-dngo-nn-10-agg-median-init-20-k-200-f-forrester,median,0.0,10.0,200.0,forrester,1.0,0.0
f17df7d8,UCB,1000.0,2018-08-21 11:37:43.509150,50.0,50.0,50.0,,1000.0,funcs,[0.03000158],[3.29236644],0.01,dngo,20.0,200.0,f17df7d8--g-funcs-s-1-m-dngo-nn-5-agg-median-init-20-k-200-f-hartmann6,median,0.0,5.0,170.0,hartmann6,1.0,0.0
f2684074,UCB,40.0,2018-08-21 10:46:12.300302,50.0,50.0,50.0,,1000.0,minibatch,[0.00020993],[-0.00205261],0.01,dngo,20.0,200.0,f2684074--g-minibatch-s-1-m-dngo-bs-40-init-20-k-200-f-sintwo,median,0.0,1.0,200.0,sintwo,1.0,0.0
f2ab521b,UCB,1000.0,2018-08-21 14:10:52.996191,50.0,50.0,50.0,,1000.0,funcs,[0.00022664],[-0.00022664],0.01,gp,20.0,200.0,f2ab521b--g-funcs-s-1-m-gp-init-20-k-200-f-rosenbrock,median,0.0,1.0,200.0,rosenbrock,1.0,0.0
f525bf0b,UCB,1000.0,2018-08-21 12:55:28.984946,50.0,50.0,50.0,,1000.0,funcs,[1.38128364e-05],[-0.00185648],0.01,dngo,20.0,200.0,f525bf0b--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-sintwo,median,20.0,1.0,200.0,sintwo,1.0,0.0
f6cf24ce,UCB,1000.0,2018-08-22 01:04:14.765597,50.0,50.0,50.0,,1000.0,funcs,[4.79366884e-08],[6.02074005],0.01,dngo,20.0,200.0,f6cf24ce--g-funcs-s-1-m-dngo-nn-5-agg-median-init-20-k-200-f-forrester,median,0.0,5.0,200.0,forrester,1.0,0.0
f73536e4,UCB,1000.0,2018-08-21 17:09:21.069885,50.0,50.0,50.0,,1000.0,ensemble_size,[8.05868542e-06],[1.03162036],0.01,dngo,20.0,200.0,f73536e4--g-ensemble_size-s-1-m-dngo-init-20-k-200-f-camelback-nn-15-agg-median,median,0.0,15.0,200.0,camelback,1.0,0.0
f7abf5e1,UCB,1000.0,2018-08-21 13:06:28.967096,50.0,50.0,50.0,,1000.0,funcs,[0.0424],[-0.0424],0.01,dngo,20.0,200.0,f7abf5e1--g-funcs-s-1-m-dngo-mcmc-20-init-20-k-200-f-logistic_regression_mnist,median,20.0,1.0,110.0,logistic_regression_mnist,1.0,0.0
f81bad3f,UCB,1000.0,2018-08-21 12:02:49.152209,50.0,50.0,50.0,,1000.0,funcs,[0.93975481],[-0.93975481],0.01,dngo,20.0,200.0,f81bad3f--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-rosenbrock,max,0.0,5.0,200.0,rosenbrock,1.0,0.0
f8d53088,UCB,1000.0,2018-08-21 19:49:34.227467,50.0,50.0,50.0,,1000.0,funcs,[2.57040833e-10],[-0.04292634],0.01,dngo,20.0,200.0,f8d53088--g-funcs-s-1-m-dngo-nn-5-agg-median-init-20-k-200-f-sinone,median,0.0,5.0,200.0,sinone,1.0,0.0
fa4ff605,UCB,1000.0,2018-08-21 20:46:07.436618,50.0,50.0,50.0,,1000.0,funcs,[4.27622935],[-4.27622935],0.01,dngo,20.0,200.0,fa4ff605--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-bohachevsky,max,0.0,5.0,200.0,bohachevsky,1.0,0.0
faab502f,UCB,1000.0,2018-08-21 11:56:48.704353,50.0,50.0,50.0,,1000.0,funcs,[0.00127572],[1.0303527],0.01,dngo,20.0,200.0,faab502f--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-camelback,max,0.0,5.0,200.0,camelback,1.0,0.0
fafa72b3,UCB,1000.0,2018-08-21 14:54:05.860141,50.0,50.0,50.0,,1000.0,funcs,[9.09344203e-08],[-9.09344203e-08],0.01,dngo,20.0,200.0,fafa72b3--g-funcs-s-1-m-dngo-init-20-k-200-f-levy,median,0.0,1.0,200.0,levy,1.0,0.0
fd84c367,UCB,1000.0,2018-08-21 12:00:48.422584,50.0,50.0,50.0,,1000.0,funcs,[4.27622935],[-4.27622935],0.01,dngo,20.0,200.0,fd84c367--g-funcs-s-1-m-dngo-nn-5-agg-max-init-20-k-200-f-bohachevsky,max,0.0,5.0,200.0,bohachevsky,1.0,0.0
ff1314c4,UCB,1000.0,2018-08-21 14:01:21.659733,50.0,50.0,50.0,,1000.0,funcs,[0.77920403],[-0.77920403],0.01,gp,20.0,200.0,ff1314c4--g-funcs-s-1-m-gp-init-20-k-200-f-bohachevsky,median,0.0,1.0,170.0,bohachevsky,1.0,0.0
