uuid,acq,activations,batch_size,date,dim_basis,dim_h1,dim_h2,embedding,epochs,group,immediate_regret,incumbent,lr,model,n_init,n_iter,name,nn_aggregator,nn_training,num_mcmc,num_nn,num_steps,obj_func,seed,weight_decay
175d74c1,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:05.127803,50,50,50,,1000,funcs,[3.860696],[3.860696],0.01,dngo,50,200,175d74c1--g-funcs-s-4-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-hartmann3,median,fixed,0,1,160,hartmann3,4,0.0001
1c3f792d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.351787,50,50,50,,1000,funcs,[1.20538128e-07],[-0.04292646],0.01,dngo,50,200,1c3f792d--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-sinone,average,retrain-reset,0,10,130,sinone,1,0.0
208e5f04,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:37.558533,50,50,50,,1000,funcs,[3.08746678],[3.08746678],0.01,gp,50,200,208e5f04--g-funcs-s-3-m-gp-init-50-k-200-f-hartmann6,median,fixed,0,1,180,hartmann6,3,0.0
22d32328,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:12:03.749825,50,50,50,,1000,n_init,[0.00615265],[-0.40404001],0.01,dngo,100,200,22d32328--g-init-s-1-m-dngo-nnt-fixed-init-100-k-200-e-1000-f-branin,median,fixed,0,1,200,branin,1,0.0
22dc1a74,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:24.999248,50,50,50,,100,epoch,[0.01239622],[3.85038332],0.01,dngo,20,200,22dc1a74--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-100-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0001
27584e00,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:04.770151,50,50,50,,1000,funcs,[3.19838175],[3.19838175],0.01,dngo,50,200,27584e00--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-reset-init-50-k-200-f-hartmann6,median,retrain-reset,0,1,100,hartmann6,3,0.0001
28784caf,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:40:07.438232,50,50,50,,1000,funcs,[3.70030228],[3.70030228],0.01,dngo,50,200,28784caf--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-hartmann3,max,fixed,0,10,40,hartmann3,1,0.0001
28e81bcd,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:40.829708,50,50,50,,1000,funcs,[-0.40117899],[-0.40117899],0.01,dngo,50,200,28e81bcd--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-reset-init-50-k-200-f-branin,median,retrain-reset,0,1,200,branin,2,0.0001
2ba27f8e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:11:09.904515,50,50,50,,1000,funcs,[3.86277195],[3.86277195],0.01,gp,50,200,2ba27f8e--g-funcs-s-2-m-gp-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,2,0.0
2d06fc04,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:42.476076,50,50,50,,1000,funcs,[3.8549967],[3.8549967],0.01,dngo,50,200,2d06fc04--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain-reset,0,5,120,hartmann3,3,0.0001
2e2c2660,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:45.120415,50,50,50,,1000,funcs,[4.66726524],[-4.66726524],0.01,dngo,50,200,2e2c2660--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-bohachevsky,average,retrain,0,10,200,bohachevsky,1,0.0
2f1b431d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 17:03:38.821261,50,50,50,,1000,funcs,[0.0785],[-0.0785],0.01,dngo,20,100,2f1b431d--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-100-f-logistic_regression_mnist,median,fixed,0,1,20,logistic_regression_mnist,1,0.0001
30a0e3be,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:52:25.887890,50,50,50,,1000,ensemble,[2.80974456e-06],[-0.39789017],0.01,gp,20,200,30a0e3be--g-ensemble-s-1-m-gp-init-20-k-200-f-branin,median,fixed,0,1,200,branin,1,0.0
31dcc8da,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:52:54.933877,50,50,50,,1000,ensemble,[0.00330156],[-0.40118891],0.01,dngo,20,200,31dcc8da--g-ensemble-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-f-branin-nn-15-agg-median,median,fixed,0,15,200,branin,1,0.0001
3952fd3e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:48:57.211718,50,50,50,,1000,funcs,[-0.06770001],[-0.06770001],0.01,gp,2,100,3952fd3e--g-funcs-s-1-f-lr_mnist-m-gp-init-2-k-100,median,fixed,0,1,100,lr_mnist,1,0.0
3dd11fca,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:35:37.593002,50,50,50,,1000,l2,[0.00964284],[-0.4075302],0.01,dngo,50,200,3dd11fca--g-l2-s-1-m-dngo-nnt-fixed-init-50-k-200-l2-0.001-f-branin,median,fixed,0,1,200,branin,1,0.001
3e488155,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:18:08.158075,50,50,50,,1000,funcs,[-0.40117899],[-0.40117899],0.01,dngo,50,200,3e488155--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-branin,average,retrain-reset,0,5,200,branin,2,0.0001
3ed56ae4,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.200200,50,50,50,,1000,funcs,[-0.39788852],[-0.39788852],0.01,gp,50,200,3ed56ae4--g-funcs-s-4-m-gp-init-50-k-200-f-branin,median,fixed,0,1,170,branin,4,0.0
3f963a6e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:52:54.230491,50,50,50,,100,epoch,[5.93058522e-07],[-0.04292694],0.01,dngo,20,200,3f963a6e--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-100-f-sinone,median,fixed,0,1,200,sinone,1,0.0001
403edcbb,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:25.255181,50,50,50,,10000,epoch,[0.00660754],[-0.4044949],0.01,dngo,20,200,403edcbb--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-10000-f-branin,median,fixed,0,1,200,branin,1,0.0001
417b9efb,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:26:19.701982,50,50,50,,1000,funcs,[0.14880385],[-0.14880385],0.01,dngo,50,200,417b9efb--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-rosenbrock,median,retrain-reset,0,1,200,rosenbrock,1,0.0
41f47599,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:51:34.200713,50,50,50,,1000,funcs,[6.08600866],[-6.08600866],0.01,dngo,50,200,41f47599--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-bohachevsky,average,fixed,0,10,200,bohachevsky,1,0.0
42f75d36,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:09.223721,50,50,50,,1000,funcs,[2.79706223],[2.79706223],0.01,dngo,50,200,42f75d36--g-funcs-s-2-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann6,average,fixed,0,10,20,hartmann6,2,0.0001
43e5b52f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.406363,50,50,50,,1000,funcs,[-0.40626266],[-0.40626266],0.01,dngo,50,200,43e5b52f--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-branin,average,fixed,0,10,180,branin,3,0.0001
45760818,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:45.074048,50,50,50,,1000,funcs,[1.09330117],[-4.09330117],0.01,dngo,50,200,45760818--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-goldsteinprice,average,retrain,0,10,140,goldsteinprice,1,0.0
45c9004f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:47.099861,50,50,50,,1000,funcs,[4.55174409e-07],[1.03162796],0.01,gp,50,200,45c9004f--g-funcs-s-1-m-gp-init-50-k-200-f-camelback,median,fixed,0,1,200,camelback,1,0.0
47b6dffb,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:04:37.716839,50,50,50,,1000,funcs,[1.43209489],[-1.43209489],0.01,dngo,50,200,47b6dffb--g-funcs-s-1-m-dngo-init-50-k-200-f-rosenbrock,median,fixed,0,1,200,rosenbrock,1,0.0
4a255044,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 12:53:01.956698,50,50,50,,1000,funcs,[3.91685374],[-6.91685374],0.01,dngo,50,200,4a255044--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-goldsteinprice,average,fixed,0,10,140,goldsteinprice,1,0.0
4e8e26cf,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:12:03.611577,50,50,50,,1000,n_init,[0.01554978],[-0.41343714],0.01,dngo,50,200,4e8e26cf--g-init-s-1-m-dngo-nnt-fixed-init-50-k-200-e-1000-f-branin,median,fixed,0,1,200,branin,1,0.0
5066f409,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:58:19.678543,50,50,50,,1000,funcs,[1.62709662e-06],[-1.62709662e-06],0.01,dngo,50,200,5066f409--g-funcs-s-1-m-dngo-init-50-k-200-f-levy,median,fixed,0,1,200,levy,1,0.0
53eb790e,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:38.572128,50,50,50,,1000,funcs,[-0.40316604],[-0.40316604],0.01,dngo,50,200,53eb790e--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-branin,average,retrain-reset,0,5,200,branin,3,0.0001
57167372,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.637194,50,50,50,,1000,funcs,[4.66726524],[-4.66726524],0.01,dngo,50,200,57167372--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-bohachevsky,average,retrain-reset,0,10,200,bohachevsky,1,0.0
61a45035,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:38:07.288893,50,50,50,,1000,l2,[0.03658839],[-0.43447575],0.01,dngo,50,200,61a45035--g-l2-s-1-m-dngo-nnt-fixed-init-50-k-200-l2-0.0-f-branin,median,fixed,0,1,200,branin,1,0.0
631e2a92,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.538442,50,50,50,,1000,funcs,[-0.41825768],[-0.41825768],0.01,dngo,50,200,631e2a92--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-branin,median,retrain,0,1,200,branin,4,0.0001
656a3465,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:11:09.552643,50,50,50,,1000,funcs,[-0.40947028],[-0.40947028],0.01,dngo,50,200,656a3465--g-funcs-s-2-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-branin,average,fixed,0,10,200,branin,2,0.0001
65954df6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:44:10.628707,50,50,50,,1000,funcs,[3.0446453],[3.0446453],0.01,dngo,50,200,65954df6--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain,0,5,60,hartmann6,4,0.0001
65c47349,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:54:19.168898,50,50,50,,1000,funcs,[0.20044705],[-0.20044705],0.01,dngo,50,200,65c47349--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-rosenbrock,average,fixed,0,10,200,rosenbrock,1,0.0
668ffbeb,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:05.052261,50,50,50,,1000,funcs,[-0.39829345],[-0.39829345],0.01,dngo,50,200,668ffbeb--g-funcs-s-4-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-branin,median,fixed,0,1,200,branin,4,0.0001
674d435b,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:11:09.400657,50,50,50,,1000,funcs,[3.8048588],[3.8048588],0.01,dngo,50,200,674d435b--g-funcs-s-2-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-hartmann3,median,fixed,0,1,190,hartmann3,2,0.0001
68eff350,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:53:50.657623,50,50,50,,1000,funcs,[1.76688745e-06],[-1.76688745e-06],0.01,dngo,50,200,68eff350--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-levy,average,fixed,0,10,200,levy,1,0.0
695b1d16,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:48:40.402908,50,50,50,,1000,funcs,[-0.01137278],[-0.01137278],0.01,gp,2,100,695b1d16--g-funcs-s-1-f-fcnet_mnist-m-gp-init-2-k-100,median,fixed,0,1,100,fcnet_mnist,1,0.0
69c20e78,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:33:41.822205,50,50,50,,1000,funcs,[2.53857819],[2.53857819],0.01,dngo,50,200,69c20e78--g-funcs-s-4-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-hartmann6,max,fixed,0,10,10,hartmann6,4,0.0001
6afe2793,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.331623,50,50,50,,1000,funcs,[2.98108951],[2.98108951],0.01,dngo,50,200,6afe2793--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-hartmann6,median,fixed,0,1,80,hartmann6,3,0.0001
6ba22e72,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:10:02.923328,50,50,50,,1000,n_init,[0.08088043],[-0.47876779],0.01,dngo,20,200,6ba22e72--g-init-s-1-m-dngo-nnt-fixed-init-20-k-200-e-1000-f-branin,median,fixed,0,1,200,branin,1,0.0
6be44b1f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:52:25.550961,50,50,50,,1000,ensemble,[0.00322299],[-0.40111035],0.01,dngo,20,200,6be44b1f--g-ensemble-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-f-branin,median,fixed,0,1,200,branin,1,0.0001
6c5dd2e2,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:06.318212,50,50,50,,1000,funcs,[0.01902591],[-0.41691327],0.01,dngo,50,200,6c5dd2e2--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-branin,average,retrain-reset,0,10,200,branin,1,0.0
6c650b0c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:38.525521,50,50,50,,1000,funcs,[-0.4042049],[-0.4042049],0.01,dngo,50,200,6c650b0c--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-reset-init-50-k-200-f-branin,median,retrain-reset,0,1,200,branin,3,0.0001
6cd4091b,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:43:05.745385,50,50,50,,1000,funcs,[0.32025893],[3.00210908],0.01,dngo,50,200,6cd4091b--g-funcs-s-1-m-dngo-init-50-k-200-f-hartmann6,median,fixed,0,1,120,hartmann6,1,0.0
745a6385,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:48:11.420173,50,50,50,,1000,funcs,[3.82225611],[3.82225611],0.01,dngo,50,200,745a6385--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-hartmann3,max,fixed,0,10,50,hartmann3,3,0.0001
75207a4a,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:40:08.765583,50,50,50,,1000,funcs,[-0.41324615],[-0.41324615],0.01,dngo,50,200,75207a4a--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-branin,max,fixed,0,10,200,branin,1,0.0001
7dd0cebe,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:44:40.466347,50,50,50,,1000,funcs,[3.08994582],[3.08994582],0.01,dngo,50,200,7dd0cebe--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-reset-nn-5-agg-average-init-50-k-200-f-hartmann6,average,retrain-reset,0,5,80,hartmann6,4,0.0001
7e71cef0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:48:08.856867,50,50,50,,1000,funcs,[-0.89716981],[-0.89716981],0.01,gp,2,100,7e71cef0--g-funcs-s-1-f-cnn_cifar10-m-gp-init-2-k-100,median,fixed,0,1,100,cnn_cifar10,1,0.0
804878ce,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 16:53:26.319553,50,50,50,,1000,epoch,[0.00072309],[3.86205645],0.01,dngo,20,200,804878ce--g-epoch-s-1-m-dngo-l2-0.0001-nnt-fixed-init-20-k-200-e-1000-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0001
807e6ca6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:37.697558,50,50,50,,1000,funcs,[-0.4285117],[-0.4285117],0.01,dngo,50,200,807e6ca6--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-branin,median,fixed,0,1,200,branin,3,0.0001
826d9a0a,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.080725,50,50,50,,1000,funcs,[3.85895971],[3.85895971],0.01,dngo,50,200,826d9a0a--g-funcs-s-3-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,5,150,hartmann3,3,0.0001
82cf8dfc,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.393489,50,50,50,,1000,funcs,[2.01107015e-08],[6.02073998],0.01,dngo,50,200,82cf8dfc--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-forrester,median,retrain,0,1,200,forrester,1,0.0
82f87e74,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:44.053439,50,50,50,,1000,funcs,[0.00127572],[1.0303527],0.01,dngo,50,200,82f87e74--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-camelback,average,fixed,0,10,150,camelback,1,0.0
865ac4f2,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:09:19.901147,50,50,50,,1000,funcs,[2.6234158e-07],[6.02073974],0.01,dngo,50,200,865ac4f2--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-forrester,median,retrain-reset,0,1,200,forrester,1,0.0
870bc12c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:43.806074,50,50,50,,1000,funcs,[0.22808559],[3.09428243],0.01,dngo,50,200,870bc12c--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-hartmann6,average,fixed,0,10,20,hartmann6,1,0.0
871c8740,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 13:23:14.795026,50,50,50,,1000,l2,[0.04051676],[-0.43840412],0.01,dngo,20,200,871c8740--g-l2-s-1-m-dngo-nnt-fixed-init-20-k-200-l2-0.001-f-branin,median,fixed,0,1,200,branin,1,0.001
87feed08,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:14.555542,50,50,50,,1000,funcs,[7.43765749e-09],[-0.04292635],0.01,dngo,50,200,87feed08--g-funcs-s-1-m-dngo-init-50-k-200-f-sinone,median,fixed,0,1,200,sinone,1,0.0
8857fddd,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:05:21.797918,50,50,50,,1000,funcs,[8.05868542e-06],[1.03162036],0.01,dngo,50,200,8857fddd--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-camelback,median,retrain-reset,0,1,200,camelback,1,0.0
88aa8892,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:42.241428,50,50,50,,1000,funcs,[3.86236645],[3.86236645],0.01,dngo,50,200,88aa8892--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-reset-init-50-k-200-f-hartmann3,median,retrain-reset,0,1,180,hartmann3,2,0.0001
896460f6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:45.169269,50,50,50,,1000,funcs,[0.01493827],[1.01669015],0.01,dngo,50,200,896460f6--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-camelback,average,retrain,0,10,160,camelback,1,0.0
89aaa54c,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:40.376748,50,50,50,,1000,funcs,[-0.41346418],[-0.41346418],0.01,dngo,50,200,89aaa54c--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-branin,average,retrain,0,5,200,branin,4,0.0001
89ccef01,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 20:43:08.455174,50,50,50,,1000,funcs,[2.06276919],[2.06276919],0.01,dngo,50,200,89ccef01--g-funcs-s-1-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-max-init-50-k-200-f-hartmann6,max,fixed,0,10,10,hartmann6,1,0.0001
8a868756,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:43:05.909979,50,50,50,,1000,funcs,[0.00212896],[3.86065057],0.01,dngo,50,200,8a868756--g-funcs-s-1-m-dngo-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
8aa1c5b9,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:14.092169,50,50,50,,1000,funcs,[8.05868542e-06],[1.03162036],0.01,dngo,50,200,8aa1c5b9--g-funcs-s-1-m-dngo-nnt-retrain-init-50-k-200-f-camelback,median,retrain,0,1,200,camelback,1,0.0
8c6269e1,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 11:49:19.298657,50,50,50,,1000,funcs,[-0.0707],[-0.0707],0.01,dngo,20,100,8c6269e1--g-funcs-s-1-m-dngo-l2-0.0001-nnt-retrain-reset-init-20-k-100-f-logistic_regression_mnist,median,retrain-reset,0,1,100,logistic_regression_mnist,1,0.0001
8cf23d41,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:09.371098,50,50,50,,1000,funcs,[3.12291876],[3.12291876],0.01,dngo,50,200,8cf23d41--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-hartmann6,median,retrain,0,1,140,hartmann6,2,0.0001
8d695d12,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 10:29:50.018602,50,50,50,,1000,funcs,[1.47697946e-08],[-0.04292636],0.01,dngo,50,200,8d695d12--g-funcs-s-1-m-dngo-nnt-retrain-reset-init-50-k-200-f-sinone,median,retrain-reset,0,1,200,sinone,1,0.0
8df3ec63,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.637330,50,50,50,,1000,funcs,[2.79305337e-06],[6.02073721],0.01,dngo,50,200,8df3ec63--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-forrester,average,retrain-reset,0,10,120,forrester,1,0.0
8ebe7af6,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:15.721828,50,50,50,,1000,funcs,[0.04307876],[3.81970077],0.01,dngo,50,200,8ebe7af6--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,10,50,hartmann3,1,0.0
8f4db8cf,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 11:33:37.215193,50,50,50,,1000,funcs,[0.00907743],[1.02255099],0.01,dngo,50,200,8f4db8cf--g-funcs-s-1-m-dngo-nnt-retrain-reset-nn-10-agg-average-init-50-k-200-f-camelback,average,retrain-reset,0,10,150,camelback,1,0.0
907d0709,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:56:20.939692,50,50,50,,1000,funcs,[0.00236548],[-0.00420815],0.01,dngo,50,200,907d0709--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-sintwo,average,fixed,0,10,70,sintwo,1,0.0
91437076,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.367760,50,50,50,,1000,funcs,[3.8627725],[3.8627725],0.01,gp,50,200,91437076--g-funcs-s-4-m-gp-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,4,0.0
91953e59,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:13:11.447911,50,50,50,,1000,funcs,[3.85903257],[3.85903257],0.01,dngo,50,200,91953e59--g-funcs-s-2-m-dngo-l2-0.0001-nnt-retrain-nn-5-agg-average-init-50-k-200-f-hartmann3,average,retrain,0,5,70,hartmann3,2,0.0001
9233fc6d,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:12:09.165258,50,50,50,,1000,funcs,[3.83946988],[3.83946988],0.01,dngo,50,200,9233fc6d--g-funcs-s-2-m-dngo-l2-0.0001-nnt-fixed-nn-10-agg-average-init-50-k-200-f-hartmann3,average,fixed,0,10,30,hartmann3,2,0.0001
93618d5f,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:07:06.740333,50,50,50,,1000,funcs,[3.86119876],[3.86119876],0.01,dngo,50,200,93618d5f--g-funcs-s-4-m-dngo-l2-0.0001-nnt-retrain-init-50-k-200-f-hartmann3,median,retrain,0,1,200,hartmann3,4,0.0001
937368b0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:40:48.432606,50,50,50,,1000,funcs,[2.70498403e-07],[3.86277926],0.01,gp,50,200,937368b0--g-funcs-s-1-m-gp-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
94c32077,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:43:43.908958,50,50,50,,1000,funcs,[5.1704504e-06],[6.02073483],0.01,dngo,50,200,94c32077--g-funcs-s-1-m-dngo-nn-10-agg-average-init-50-k-200-f-forrester,average,fixed,0,10,120,forrester,1,0.0
95cc6309,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:41:14.183454,50,50,50,,1000,funcs,[7.15985468e-05],[3.86270793],0.01,dngo,50,200,95cc6309--g-funcs-s-1-m-dngo-init-50-k-200-f-hartmann3,median,fixed,0,1,200,hartmann3,1,0.0
960cb6d0,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 13:11:09.968803,50,50,50,,1000,funcs,[-0.39788765],[-0.39788765],0.01,gp,50,200,960cb6d0--g-funcs-s-2-m-gp-init-50-k-200-f-branin,median,fixed,0,1,170,branin,2,0.0
96e1b789,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-24 09:37:44.979860,50,50,50,,1000,funcs,[0.01360762],[-0.01545029],0.01,dngo,50,200,96e1b789--g-funcs-s-1-m-dngo-nnt-retrain-nn-10-agg-average-init-50-k-200-f-sintwo,average,retrain,0,10,60,sintwo,1,0.0
9715adac,UCB,"['relu', 'relu', 'tanh']",1000,2018-08-25 15:06:36.415241,50,50,50,,1000,funcs,[3.85651404],[3.85651404],0.01,dngo,50,200,9715adac--g-funcs-s-3-m-dngo-l2-0.0001-nnt-fixed-init-50-k-200-f-hartmann3,median,fixed,0,1,150,hartmann3,3,0.0001
